Gene	Class
RBM12	Hsap_DownReg
RPS6KA1	Hsap_DownReg
RPUSD4	Hsap_DownReg
RTN4	Hsap_DownReg
SALL1	Hsap_DownReg
SCAF4	Hsap_DownReg
SCAMP2	Hsap_DownReg
SH3BP4	Hsap_DownReg
SHF	Hsap_DownReg
SLC22A17	Hsap_DownReg
SLC24A2	Hsap_DownReg
SLC35B2	Hsap_DownReg
SLC37A4	Hsap_DownReg
SLC38A7	Hsap_DownReg
SLC44A2	Hsap_DownReg
SLC9A8	Hsap_DownReg
SLITRK5	Hsap_DownReg
SMG1	Hsap_DownReg
SNX14	Hsap_DownReg
SP2	Hsap_DownReg
ST18	Hsap_DownReg
STIL	Hsap_DownReg
SZT2	Hsap_DownReg
TCAP	Hsap_DownReg
TCF20	Hsap_DownReg
TET2	Hsap_DownReg
TIAL1	Hsap_DownReg
TM7SF2	Hsap_DownReg
TMEM131	Hsap_DownReg
TMEM132B	Hsap_DownReg
TONSL	Hsap_DownReg
TRADD	Hsap_DownReg
TRIP12	Hsap_DownReg
TRPT1	Hsap_DownReg
TTC30A	Hsap_DownReg
TUBB4A	Hsap_DownReg
URM1	Hsap_DownReg
USP19	Hsap_DownReg
USP31	Hsap_DownReg
USPL1	Hsap_DownReg
VPS52	Hsap_DownReg
WBP1	Hsap_DownReg
WBP1L	Hsap_DownReg
WDR20	Hsap_DownReg
WDR33	Hsap_DownReg
WDR62	Hsap_DownReg
WIPI2	Hsap_DownReg
ZBED5	Hsap_DownReg
ZFHX4	Hsap_DownReg
ZFPL1	Hsap_DownReg
ZFYVE1	Hsap_DownReg
ZFYVE16	Hsap_DownReg
ZKSCAN8	Hsap_DownReg
ZNF181	Hsap_DownReg
ZNF251	Hsap_DownReg
ZNF460	Hsap_DownReg
ZNF549	Hsap_DownReg
ZNF555	Hsap_DownReg
ZNF644	Hsap_DownReg
ZNF746	Hsap_DownReg
ZNF792	Hsap_DownReg
